product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,fruits-vegetables-nuts-estimate-from-ingredients_100g,nutrition-score-fr,nova-group,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
6111031005064,Tonik,عربي,116.0,487.0,16.5,9.2,5.1,2.5,1.0,0.1,0.05,0.02,0.0,28.0,2.0,0.5575757575757575,Low Calorie,Low Sugar,No
6111180000231,levure pâtisserie,Unknown,183.0,766.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,Low Calorie,Low Sugar,Yes
6111128000163,Ain Saiss Eau Minerale Naturelle,Danone,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Low Calorie,Low Sugar,Yes
3175680011480,Sésame,Gerblé,467.0,1961.0,64.0,17.0,18.0,2.0,10.0,4.6,0.38,0.152,10.8,9.0,4.0,0.265625,High Calorie,Moderate Sugar,Yes
6111162000839,Confiture de fraise,Délicia,250.0,1062.0,61.33,63.0,0.3,1.3,0.5,2.0,0.35,0.14,75.0,7.0,3.0,1.0272297407467796,Moderate Calorie,High Sugar,No
6111035001659,Ain Atlas,Eau minérale naturelle des Montagnes d'Atlas,240.0,1140.0,15.0,4.0,6.0,1.3,5.6,2.0,0.0,0.0,0.0,0.0,4.0,0.26666666666666666,Moderate Calorie,Low Sugar,Yes
6111242100206,Yaourt nature,Jaouda,78.5,330.0,8.0,0.0,3.3,2.4,4.2,0.0,0.0,0.0,0.0,1.0,3.0,0.0,Low Calorie,Low Sugar,No
6111035001635,Ain Atlas,Eau minérale naturelle,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,48.0,0.0,0.0,4.0,,Low Calorie,Low Sugar,Yes
6111184004129,Mayonnaise recette originale,Star,592.0,2435.4,0.22,0.05,65.21,9.8,1.12,0.0,1.75,0.7,0.0,12.0,4.0,0.2272727272727273,High Calorie,Low Sugar,Yes
5025125000006,Sourdough White Ciabattin,Jason's,230.0,978.0,44.1,2.4,0.8,0.1,10.1,2.9,0.905,0.362,0.0,2.0,3.0,0.05442176870748299,Moderate Calorie,Low Sugar,No
54491472,"coca cola 0,5",Coca-Cola,44.0,180.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,Low Calorie,Moderate Sugar,Yes
20995553,Шоколад 85% какаова маса,J. D. Gross,150.0,1140.0,9.0,3.0,12.0,7.0,3.0,4.0,0.0,0.0,0.0,15.0,4.0,0.3333333333333333,Low Calorie,Low Sugar,Yes
3268840001008,CRISTALINE Eau De Source 0.5L,Cristaline,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.00476,0.001904,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
3017620422003,Nutella,"Nutella,Ferrero",539.0,2252.0,57.5,56.3,30.9,10.6,6.3,0.0,0.107,0.0428,13.0,31.0,4.0,0.9791304347826086,High Calorie,High Sugar,Yes
5025125000112,THE GREAT WHITE,JASON'S SOURDOUGH,237.0,1140.0,46.4,2.1,0.7,0.1,9.7,3.0,0.7875,0.315,0.0,1.0,3.0,0.04525862068965517,Moderate Calorie,Low Sugar,No
5025125000037,SLICED WHITE SOURDOUGH BREAD WITH GRAINS & SEEDS,JASONS SOURDOUGH,237.0,1140.0,40.2,1.4,2.7,0.3,10.7,4.7,0.89,0.356,0.0,0.0,3.0,0.03482587064676616,Moderate Calorie,Low Sugar,No
6111203006653,Cheddar,la Hollandaise,270.0,1140.0,6.0,6.0,21.0,12.0,9.0,2.0,1.5,0.6,0.0,18.0,4.0,1.0,Moderate Calorie,Low Sugar,Yes
20724696,Mandeln,"Alesto, Lidl",621.0,2223.0,4.8,4.8,53.3,4.3,24.5,12.1,0.002,0.0008,100.0,-10.0,1.0,1.0,High Calorie,Low Sugar,No
6111184001562,Sel de table iodé,Star,153.35,1024.35,0.0,0.0,0.0,0.0,1.124,0.0,99.0,39.6,0.0,16.0,2.0,,Low Calorie,Low Sugar,No
6111184004730,Ketchup star 310 g,Star,108.0,418.0,25.7,22.36,0.08,0.0,1.12,0.0,0.00555,0.00222,0.0,7.0,4.0,0.8700389105058366,Low Calorie,Moderate Sugar,Yes
6111029000118,Cosumar Sucre En Lingot Pour Le Thé 1 kg,COSUMAR,400.0,1700.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,1.0,High Calorie,High Sugar,Yes
20267605,Cashewkerne,Alesto,600.0,2023.0,19.8,6.5,47.6,9.0,20.5,5.2,0.02,0.008,0.0,-4.0,3.0,0.3282828282828283,High Calorie,Low Sugar,No
80177173,Nutella,Ferrero,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,0.0,0.107,0.0428,13.0,31.0,4.0,0.9791304347826086,High Calorie,High Sugar,Yes
3362600011044,Henry’s,Henry's,440.0,1140.0,76.4706,24.2353,10.8235,5.2941,7.6471,2.3529,0.882353,0.3529412,0.0,21.0,4.0,0.31692310508875304,High Calorie,Moderate Sugar,Yes
6111032001003,Assil,Danone,95.5,399.0,14.0,8.0,2.7,1.8,3.4,2.0,0.0,0.0,0.0,3.0,4.0,0.5714285714285714,Low Calorie,Low Sugar,Yes
6111032000600,Salim,Salim,58.0,242.0,4.8,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low Calorie,Low Sugar,No
5449000214911,Coca-Cola,Coca-Cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,Low Calorie,Moderate Sugar,Yes
6111242100305,Cremy,jaouda,109.0,543.85,16.9,2.0,3.0,0.4,3.6,0.0,0.0,0.0,0.0,0.0,4.0,0.1183431952662722,Low Calorie,Low Sugar,Yes
5449000061515,Ciel,THE COCA-COLA COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
42104964,Ciel 33cl,Ciel,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.052,0.0,0.0,4.0,,Low Calorie,Low Sugar,Yes
6111128000088,ain saiss 50cl,عين سايس,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
6111246721278,Cream cheese,Original,257.0,1061.0,3.1,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,Moderate Calorie,Low Sugar,No
5740900404465,Spreadable Slightly Salted,Lurpak,679.0,2160.0,0.6,0.6,75.0,35.0,0.5,0.0,0.885,0.354,22.5,21.0,2.0,1.0,High Calorie,Low Sugar,No
6111035003004,Oulmes Eau Gazeuse,Oulmès,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,783.75,313.5,0.0,0.0,4.0,,Low Calorie,Low Sugar,Yes
7622210578464,Organic 70% Dark Chocolate Bar,Green & Black's,580.0,2428.0,36.0,29.0,42.0,25.0,9.1,10.0,0.01,0.004,0.0,20.0,3.0,0.8055555555555556,High Calorie,High Sugar,No
6111259343108,KING COOKIES,Excelo,483.0,2079.5,61.5,32.0,24.0,12.0,5.2,1.1,0.27,0.108,0.0,26.0,4.0,0.5203252032520326,High Calorie,High Sugar,Yes
6111018903161,Nescafé Classic,Nescafé,267.0,1118.0,34.0,3.7,0.5,0.2,8.0,17.0,0.025,0.01,0.0,2.0,1.0,0.10882352941176471,Moderate Calorie,Low Sugar,No
6111032006619,Jamila رايبي,Danone,72.0,272.0,12.4,9.0,1.7,1.1,1.9,0.0,0.0,0.0,0.0,12.0,4.0,0.7258064516129032,Low Calorie,Low Sugar,Yes
6111251420166,Eau,Aïn lfrane,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,2.0,3e-06,1.2e-06,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
6111252421575,Aquafina 50cl,Aquafina,1.0,1140.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.04,0.0,0.0,1.0,1.0,Low Calorie,Low Sugar,No
8445290615350,sauce tomate cuisinée,solis,34.0,1140.0,3.8,2.2,0.2,0.0,0.8,1.0,0.5,0.2,77.8284090909091,3.0,4.0,0.5789473684210527,Low Calorie,Low Sugar,Yes
5449000214799,Coke Zero,Coca-Cola,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,0.0,4.0,4.0,,Low Calorie,Low Sugar,Yes
3362600011228,Sable coco Henry s 42g,Henry's,186.0,1140.0,31.0,10.0,5.2,3.0,3.2,1.0,0.3775,0.151,10.6,22.0,4.0,0.3225806451612903,Low Calorie,Moderate Sugar,Yes
5411188112709,Geröstete Mandel Ohne Zucker,alpro,15.0,61.0,0.0,0.0,1.1,0.1,0.5,0.3,0.15,0.06,2.3,1.0,4.0,,Low Calorie,Low Sugar,Yes
6111035001673,Aïn Atlas 50cl,Aïn Atlas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.048,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
20047238,Notenmix Mélange de Noix ongebrand - non grillé,"Alesto Selection, Alesto",646.0,2670.0,6.4,4.2,58.0,6.4,20.4,8.5,0.01,0.004,0.0,-9.0,4.0,0.65625,High Calorie,Low Sugar,Yes
7394376616228,Oat Drink Barista Edition,Oatly,61.0,248.0,7.1,3.4,3.0,0.3,1.1,0.8,0.1,0.04,5.0,7.0,3.0,0.47887323943661975,Low Calorie,Low Sugar,No
6111250470742,Lait U.H.T entier,Dost,58.0,243.0,4.8,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,Low Calorie,Low Sugar,No
6111203001467,margarine la prairie 225g,la Prairie,635.0,2659.0,0.7,0.0,70.0,0.0,1.0,0.0,0.7,0.28,0.0,3.0,4.0,0.0,High Calorie,Low Sugar,Yes
20005733,Walnusskerne naturbelassen,Alesto,712.0,2023.0,3.7,3.0,69.1,6.8,15.5,6.8,0.05,0.02,100.0,-8.0,1.0,0.8108108108108107,High Calorie,Low Sugar,No
8000500310427,Biscuits croquants au coeur onctueux de Nutella®,Nutella,515.0,2158.0,64.0,35.8,24.8,11.5,7.9,0.5,0.559,0.2236,13.0,28.0,4.0,0.559375,High Calorie,High Sugar,Yes
7300400481595,Tartine croustillante Authentique,wasa,336.0,1415.0,62.0,1.0,1.5,0.4,9.0,19.0,1.0,0.4,0.0,0.0,3.0,0.016129032258064516,Moderate Calorie,Low Sugar,No
3046920022651,Excellence Noir Intense 70% Cacao,Lindt,566.0,2350.0,35.0,30.0,41.0,24.0,9.5,0.0,0.02,0.008,0.0,25.0,3.0,0.8571428571428571,High Calorie,High Sugar,No
6111037000599,Familia 200g,Unknown,532.0,2224.0,0.2,0.0,60.0,21.0,0.2,5.0,0.0,0.0,0.0,9.0,4.0,0.0,High Calorie,Low Sugar,Yes
6111184001661,Star vinaigre de table BLANC,Star,1.0,1024.35,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,Low Calorie,Low Sugar,No
8052575090230,Nocciolata,Rigoni Di Asiago,544.0,2270.0,54.0,51.0,32.0,5.7,8.1,3.6,0.12,0.048,18.5,24.0,4.0,0.9444444444444444,High Calorie,High Sugar,Yes
3608580065340,Pâte à tartiner noisettes et cacao,Bonne Maman,551.0,2299.0,53.0,51.0,34.0,5.2,6.7,3.3,0.1,0.04,25.0,24.0,4.0,0.9622641509433962,High Calorie,High Sugar,Yes
5010029000016,Weetabix,Weetabix,136.0,1531.0,26.0,1.6,0.8,0.2,4.5,3.8,0.0975,0.039,0.0,-3.0,3.0,0.06153846153846154,Low Calorie,Low Sugar,No
5060042641000,Lightly sea salted crisps,Tyrrell's,476.0,1140.0,49.0,0.64,27.0,2.4,6.2,5.5,0.83,0.332,0.0,8.0,3.0,0.013061224489795919,High Calorie,Low Sugar,No
7622210584724,Dark chocolate,Green and black,109.0,1140.0,4.3,2.5,9.0,5.4,1.8,2.3,0.0235,0.0094,0.0,15.0,3.0,0.5813953488372093,Low Calorie,Low Sugar,No
3057640257773,Eau Minérale Naturelle,Volvic,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
6111162001218,Filets de maquereau,joly,180.0,1140.0,0.6,0.6,8.5,1.5,30.1,2.0,0.5,0.2,0.0,-2.0,3.0,1.0,Low Calorie,Low Sugar,No
3046920022606,Excellence Noir Puissant 85% Cacao,Lindt,584.0,2418.0,22.0,15.0,46.0,27.0,12.5,0.0,0.02,0.008,0.0,21.0,3.0,0.6818181818181818,High Calorie,Moderate Sugar,No
3155251205296,Tartine Doux,Primevère,495.0,2033.0,0.0,0.0,55.0,15.0,0.0,0.0,0.4,0.16,0.2,8.0,4.0,,High Calorie,Low Sugar,Yes
6111251753912,611251753912,sos,73.0,303.0,8.7,2.3,3.3,0.4,1.3,1.4,0.83,0.332,0.0,4.0,4.0,0.26436781609195403,Low Calorie,Low Sugar,Yes
6111248360130,Aïn Soltane,سلطان,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
3229820100234,Fourrés Chocolat Noir,Bjorg,476.0,1996.0,66.0,27.0,19.0,6.3,7.6,5.2,0.49,0.196,0.0,18.0,4.0,0.4090909090909091,High Calorie,High Sugar,Yes
6111184001074,Confiture De Fraises 430 G,El Baraka,256.0,1087.0,63.0,62.0,0.5,0.1,0.5,0.5,0.02,0.008,56.0,17.0,4.0,0.9841269841269841,Moderate Calorie,High Sugar,Yes
20022464,Extra dark 74% Cocoa,fin CARRÉ,571.0,2367.0,32.0,26.0,42.0,26.0,9.9,3.4,0.02,0.008,0.0,24.0,4.0,0.8125,High Calorie,High Sugar,Yes
5449000206770,Eau de table,Ciel,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,25.0,0.0,0.0,4.0,,Low Calorie,Low Sugar,Yes
3760020507350,Pur beurre de cacahuète,Jardin Bio étic,625.0,2591.0,12.0,5.1,50.0,9.7,29.0,5.5,0.0,0.0,100.0,-5.0,1.0,0.425,High Calorie,Low Sugar,No
5449000036872,Hawai Tropical,"Hawai,Coca cola",41.0,1140.0,10.0,9.5,0.0,0.0,0.0,4.0,0.026,0.0104,0.0,10.0,4.0,0.95,Low Calorie,Low Sugar,Yes
6111242100220,Lait Entier UHT,Jaouda,58.0,243.0,4.8,4.2,3.63,2.4,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.8750000000000001,Low Calorie,Low Sugar,No
5013665100065,Organic Lightly Salted Wholegrain Low Fat Rice Cakes,Kallo,394.0,1049.5,82.3,0.5,2.7,0.7,8.5,0.0,0.295,0.118,0.0,2.0,3.0,0.006075334143377886,Moderate Calorie,Low Sugar,No
3329770077003,Skyr nature 0%,Yoplait,57.0,351.0,3.6,3.6,0.105,0.065,9.5,0.0,0.1375,0.055,0.0,-2.0,3.0,1.0,Low Calorie,Low Sugar,No
6111184000619,Mayonnaise,Star,592.0,1024.35,0.22,0.05,65.21,9.8,1.12,0.0,1.75,0.7,0.0,12.0,4.0,0.2272727272727273,High Calorie,Low Sugar,Yes
6923818812082,Green Tea,green tea,0.5,200.0,0.5,0.2,0.5,0.5,0.5,0.2,0.1,0.04,0.0,3.0,1.0,0.4,Low Calorie,Low Sugar,No
3760049798609,Pain de mie grandes tranches Seigle & Graines 500g,la Boulangère,297.0,1246.0,37.0,4.2,9.6,1.0,12.0,7.2,0.96,0.384,0.48,0.0,4.0,0.11351351351351352,Moderate Calorie,Low Sugar,Yes
5025125000129,Jasons Sourdough,Jasons,233.0,1140.0,44.8,2.6,1.1,0.2,9.3,3.6,0.855,0.342,0.0,2.0,3.0,0.058035714285714295,Moderate Calorie,Low Sugar,No
8052575090254,Nocciolata bio,Rigoni di Asiago,544.0,2166.5,54.0,51.0,32.0,5.7,8.1,3.6,0.12,0.048,18.5,24.0,4.0,0.9444444444444444,High Calorie,High Sugar,Yes
7300400481588,FIBRES,Wasa,333.0,1397.0,47.0,2.0,5.0,1.0,12.0,26.0,1.2,0.48,0.0,0.0,3.0,0.0425531914893617,Moderate Calorie,Low Sugar,No
7311070032611,Krisprolls complets sans sucres ajoutés,Krisprolls,400.0,1687.0,68.0,1.1,6.6,0.9,13.0,8.3,1.1,0.44,7.6,0.0,4.0,0.016176470588235296,High Calorie,Low Sugar,Yes
3029330022428,14 Maxi Tranches complet sans sucres ajoutés,Jacquet,243.0,1026.0,42.0,3.8,3.0,0.3,8.7,6.6,1.2,0.48,0.0,2.0,4.0,0.09047619047619047,Moderate Calorie,Low Sugar,Yes
3362600011006,Henry’s,Henry’s,374.0,1140.0,65.0,20.6,9.2,4.5,6.5,2.0,0.75,0.3,0.0,21.0,4.0,0.3169230769230769,Moderate Calorie,Moderate Sugar,Yes
6111162000716,Confiture d'abricot,Delicia,272.0,386.0,67.36,50.0,0.0,0.0,0.41,0.0,0.0,0.0,66.6666666666667,15.0,3.0,0.7422802850356295,Moderate Calorie,High Sugar,No
8076809513753,Pesto alla Genovese,Barilla,492.0,2030.0,11.0,5.0,47.0,5.3,4.7,3.0,3.2,1.28,45.205078125,27.0,4.0,0.45454545454545453,High Calorie,Low Sugar,Yes
3168930010265,cruesly mélange de noix,Quaker,462.0,1913.0,57.0,12.0,19.0,2.0,8.5,10.0,0.0,0.0,10.7,1.0,4.0,0.21052631578947367,High Calorie,Moderate Sugar,Yes
6111259341197,Momo black,Excelo,497.0,2073.0,70.0,27.0,21.0,9.9,7.0,1.1,0.32,0.128,0.0,23.0,4.0,0.38571428571428573,High Calorie,High Sugar,Yes
16256163,poulain,Poulain,522.0,2181.0,60.0,59.0,28.0,5.1,5.4,3.5,0.1,0.04,18.75,25.0,4.0,0.9833333333333333,High Calorie,High Sugar,Yes
50457236,Tomato Ketchup,Heinz,15.0,366.0,3.5,3.4,0.0,0.1,0.2,0.6,0.14825,0.0593,62.168,9.0,3.0,0.9714285714285714,Low Calorie,Low Sugar,No
5411188124689,Hafer Milch,Alpro,44.0,216.0,5.5,0.0,1.8,0.2,1.3,1.3,0.0875,0.035,0.0,0.0,4.0,0.0,Low Calorie,Low Sugar,Yes
5410041001204,Tuc Original,"Mondelēz, LU",482.0,1140.0,67.0,7.1,19.0,9.0,8.3,2.4,1.7,0.68,0.0,24.0,4.0,0.10597014925373134,High Calorie,Low Sugar,Yes
6111251420135,Aïn Ifrane,Unknown,0.0,1140.0,15.0,4.0,6.0,1.3,5.6,2.0,0.75,0.3,0.0,0.0,1.0,0.26666666666666666,Low Calorie,Low Sugar,No
6111180000392,سكر الفانيلين,Idéal,392.0,1406.5,97.6,89.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,19.0,2.0,0.9159836065573772,Moderate Calorie,High Sugar,No
3017620429484,Nutella,"Ferrero, Nutella",539.0,2252.0,57.5,56.3,30.9,10.6,6.3,3.0,0.107,0.0428,13.0,31.0,4.0,0.9791304347826086,High Calorie,High Sugar,Yes
6111031005552,Merendino,"Bimo,Mondelez",410.0,1717.0,55.0,39.0,20.0,12.0,4.0,1.8,0.51,0.204,0.0,28.0,4.0,0.7090909090909091,High Calorie,High Sugar,Yes
6111032001010,DANONE ASSIL BANANE,Danone,95.0,397.0,0.0,14.3,2.7,1.8,3.4,0.0,0.1,0.04,0.0,5.0,4.0,,Low Calorie,Moderate Sugar,Yes
6111099005396,مارغرين المائدة,Lilia,675.0,2826.0,0.2,0.0,75.0,34.0,0.1,0.0,0.5,0.2,0.0,18.0,4.0,0.0,High Calorie,Low Sugar,Yes
16256866,1848 Chocolat en poudre,Poulain,515.0,2120.0,63.0,61.0,26.0,7.74,7.1,1.0,0.245,0.098,0.0,16.0,4.0,0.9682539682539683,High Calorie,High Sugar,Yes
6111184000213,El Baraka Confiture D'abricots 430 G,el baraka,244.0,1075.5,60.5,50.0,0.0,0.0,0.44,0.0,0.25,0.1,50.0,17.0,4.0,0.8264462809917356,Moderate Calorie,High Sugar,Yes
6111206000733,Jebli,"Centrale, Danone, Jebli",225.0,1140.0,6.9,0.0,19.0,13.0,6.5,0.0,0.76,0.304,0.0,13.0,4.0,0.0,Moderate Calorie,Low Sugar,Yes
8002270014901,S. Pellegrino Water,"Nestlé,Nestlé Waters,San Pellegrino",0.0,0.0001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,Low Calorie,Low Sugar,No
3046920028004,70% chocolate,Lindt & Sprüngli,566.0,2214.0,34.0,30.0,41.0,24.0,9.5,2.0,0.0975,0.039,0.0,25.0,3.0,0.8823529411764706,High Calorie,High Sugar,No
6111018501480,Nescafé,Nescafe,8.0,1140.0,1.2,1.2,0.2,0.1,0.1,2.0,0.025,0.01,0.0,7.0,4.0,1.0,Low Calorie,Low Sugar,Yes
59032823,nutella,"Ferrero,Nutella",539.0,2252.0,57.5,56.3,30.9,10.6,6.3,3.5,0.107,0.0428,13.0,30.0,4.0,0.9791304347826086,High Calorie,High Sugar,Yes
5449000054227,Original Taste,Coca-Cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,Low Calorie,Moderate Sugar,Yes
3155250358788,Primevère bio doux tartine & cuisson,Primevère,485.0,2037.0,0.0,0.0,55.0,14.0,0.0,0.0,0.4,0.16,49.1083333333333,8.0,4.0,,High Calorie,Low Sugar,Yes
50160884,Vegan Bouillon powder,Marigold,241.0,1011.0,30.6,3.9,8.4,0.9,9.6,0.0,43.8,17.52,11.7676282051282,7.0,3.0,0.12745098039215685,Moderate Calorie,Low Sugar,No
6111242100930,raibi jaoda,Jaouda,75.3,285.0,13.58,13.5,1.38,0.8,2.48,0.0,0.0,0.0,0.0,12.0,4.0,0.9941089837997055,Low Calorie,Moderate Sugar,Yes
6111259340992,Eyoo cover,EXCELO,452.0,2122.0,55.0,0.0,23.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,High Calorie,Low Sugar,Yes
6111242102781,Tendre nature,"Tendre, jouda",119.0,4.0,14.3,9.0,5.0,4.2,4.2,0.0,0.0,0.0,0.0,5.0,3.0,0.6293706293706294,Low Calorie,Low Sugar,No
3068320123264,La salvetat,"Danone,La Salvetat",0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,4.0,,Low Calorie,Low Sugar,Yes
4056489148739,NATURAL YOGURT,Milbona Lidl,158.0,280.0,5.8,5.5,12.5,8.4,5.1,0.6,0.1275,0.051,0.0,7.0,1.0,0.9482758620689655,Low Calorie,Low Sugar,No
6111242103702,Yaourt Grec Muesli,Jaouda,140.0,584.0,16.1,9.0,7.0,4.0,3.3,0.0,0.0,0.0,8.0,5.0,3.0,0.5590062111801242,Low Calorie,Low Sugar,No
5010265002911,Dark Rye Crispbread,Ryvita,342.0,1444.0,66.6,3.0,1.2,0.2,8.5,5.0,0.74,0.296,0.0,4.0,3.0,0.04504504504504505,Moderate Calorie,Low Sugar,No
6175700,Tartines craquantes au sarrasin imp,"Ekibio,Le pain des Fleurs",388.0,1631.0,75.0,2.6,2.8,0.6,13.4,4.4,0.68,0.272,0.0,0.0,3.0,0.034666666666666665,Moderate Calorie,Low Sugar,No
6111032008453,Danino,Danone,132.2,554.1,12.3,8.6,6.3,4.3,6.5,0.0,0.07,0.028,0.0,5.0,4.0,0.6991869918699186,Low Calorie,Low Sugar,Yes
